EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
862,19,Travel_Rarely,461,Research & Development,11,1,Marketing,3,Male,51,3,5,Manufacturing Director,4,Single,5018,8369,8,No,23,3,1,1,19,0,4,12,1,11,13,No
863,37,Non-Travel,107,Sales,4,1,Marketing,2,Male,47,2,2,Sales Executive,4,Single,10989,4534,6,No,21,3,1,2,16,2,4,22,10,11,14,No
864,45,Non-Travel,577,Human Resources,22,1,Medical,3,Male,95,3,4,Sales Executive,1,Married,19208,4226,1,No,18,3,1,3,23,0,1,18,12,5,15,Yes
865,28,Travel_Rarely,1475,Sales,22,1,Life Sciences,2,Male,77,3,4,Research Scientist,4,Divorced,9452,21677,1,Yes,21,4,4,0,25,2,2,15,10,5,0,Yes
866,21,Non-Travel,594,Research & Development,22,1,Marketing,2,Male,73,3,1,Research Scientist,2,Married,4571,11585,2,No,13,3,4,1,39,3,3,35,8,3,14,No
867,32,Travel_Rarely,932,Research & Development,2,4,Other,2,Female,38,4,4,Sales Executive,2,Divorced,10680,2166,7,No,12,4,3,1,31,5,4,34,15,10,6,No
868,23,Travel_Rarely,1162,Human Resources,23,1,Marketing,1,Male,96,2,3,Research Director,2,Divorced,15318,12902,9,Yes,15,4,3,3,28,6,2,6,4,14,8,Yes
869,47,Travel_Frequently,692,Sales,29,4,Technical Degree,1,Female,83,4,5,Manager,2,Single,17738,5624,8,Yes,12,3,3,2,13,6,3,36,11,6,14,Yes
870,55,Travel_Frequently,286,Research & Development,6,2,Life Sciences,3,Female,55,2,5,Manager,1,Single,6029,20731,2,No,20,4,4,1,36,0,2,7,2,14,13,No
871,19,Non-Travel,853,Research & Development,27,1,Human Resources,2,Male,55,1,2,Human Resources,4,Single,16668,19788,8,Yes,15,3,1,1,21,4,1,24,15,8,8,Yes
872,32,Non-Travel,192,Research & Development,14,1,Medical,1,Female,63,1,4,Healthcare Representative,4,Married,3774,24562,9,No,20,4,3,3,33,3,3,22,16,0,0,No
873,28,Travel_Rarely,185,Human Resources,1,4,Life Sciences,3,Female,37,2,1,Manufacturing Director,3,Married,17972,11717,7,Yes,23,3,1,0,26,5,2,9,10,2,11,Yes
874,25,Non-Travel,1167,Research & Development,18,2,Technical Degree,3,Female,39,2,1,Manager,1,Single,15048,14601,4,No,16,3,1,1,27,2,4,29,17,9,9,No
875,43,Travel_Rarely,236,Research & Development,7,4,Technical Degree,3,Male,77,2,1,Research Director,4,Married,1604,15103,9,Yes,18,4,1,1,21,0,4,32,8,14,6,Yes
876,22,Travel_Rarely,520,Sales,1,4,Technical Degree,3,Male,84,2,3,Sales Executive,4,Married,11420,15030,2,Yes,16,4,3,3,2,5,4,10,12,14,13,No
877,23,Non-Travel,173,Sales,1,1,Technical Degree,3,Male,83,3,4,Sales Representative,3,Divorced,9365,4774,6,No,14,3,3,1,21,1,3,34,5,8,0,No
878,43,Travel_Rarely,1279,Research & Development,1,3,Other,4,Male,69,4,1,Research Director,2,Married,15689,11017,8,No,13,4,1,1,20,3,1,26,2,13,14,No
879,21,Travel_Frequently,1378,Research & Development,24,3,Medical,2,Male,44,3,3,Human Resources,4,Divorced,17737,12150,5,Yes,24,3,3,0,15,0,1,2,11,4,0,Yes
880,36,Non-Travel,270,Sales,4,4,Human Resources,3,Female,47,4,5,Research Director,2,Single,17014,5739,2,Yes,24,3,2,1,8,3,3,7,8,5,12,No
881,37,Travel_Frequently,269,Human Resources,4,1,Technical Degree,4,Female,52,4,2,Sales Representative,3,Married,1433,16911,4,Yes,12,4,3,3,12,0,3,12,8,7,1,Yes
882,50,Non-Travel,971,Human Resources,29,2,Technical Degree,2,Male,91,4,4,Laboratory Technician,4,Divorced,12144,26402,6,Yes,23,3,1,0,9,6,1,2,14,8,2,No
883,37,Travel_Rarely,421,Human Resources,18,3,Marketing,1,Female,75,3,4,Research Scientist,2,Married,1867,6464,7,No,11,4,1,0,20,1,4,19,0,7,3,No
884,29,Non-Travel,555,Human Resources,27,2,Medical,3,Female,68,2,5,Laboratory Technician,1,Divorced,15340,26125,3,Yes,12,3,4,0,39,4,1,34,17,2,15,Yes
885,18,Travel_Frequently,1043,Human Resources,11,3,Life Sciences,4,Female,44,3,4,Manufacturing Director,2,Divorced,12837,14381,1,Yes,12,3,4,2,6,1,1,12,14,9,11,No
886,43,Travel_Rarely,889,Human Resources,27,1,Medical,1,Female,82,3,4,Manufacturing Director,2,Married,15291,26020,9,No,15,3,1,3,21,2,2,19,7,0,3,No
887,31,Non-Travel,712,Human Resources,1,4,Medical,4,Male,93,4,4,Manager,2,Single,9787,26404,1,No,19,4,2,2,17,3,4,23,10,10,11,No
888,55,Non-Travel,1278,Human Resources,28,2,Human Resources,2,Male,92,1,4,Sales Representative,2,Divorced,1393,15746,2,No,11,3,4,1,20,4,3,8,16,12,6,No
889,54,Non-Travel,988,Sales,10,2,Medical,2,Male,45,1,3,Manufacturing Director,1,Single,13056,25672,7,No,14,3,1,0,13,3,1,29,13,11,2,No
890,28,Travel_Frequently,448,Human Resources,9,4,Human Resources,1,Female,99,3,3,Manager,3,Married,11392,6094,0,No,20,4,4,2,9,5,4,24,4,12,4,No
891,53,Travel_Frequently,1296,Human Resources,23,2,Technical Degree,4,Female,95,4,2,Human Resources,2,Married,13189,4930,6,No,17,3,4,1,32,0,3,15,1,4,11,No
892,30,Non-Travel,109,Human Resources,4,3,Technical Degree,3,Male,42,3,4,Manager,2,Single,14141,2763,5,Yes,21,4,1,2,8,2,2,7,14,6,11,Yes
893,20,Travel_Rarely,839,Research & Development,28,4,Other,3,Male,76,3,5,Laboratory Technician,4,Married,12621,13552,1,Yes,24,4,3,0,17,2,2,27,15,1,6,No
894,50,Travel_Rarely,1388,Sales,6,3,Human Resources,1,Female,38,2,1,Sales Executive,4,Divorced,19510,5450,8,Yes,20,4,2,1,12,3,4,11,12,0,11,No
895,23,Travel_Frequently,1370,Sales,16,3,Human Resources,1,Male,92,4,2,Healthcare Representative,1,Single,9330,21779,4,No,13,3,3,0,16,6,1,23,6,3,1,Yes
896,27,Travel_Rarely,766,Sales,2,1,Life Sciences,1,Male,63,1,1,Laboratory Technician,1,Married,4960,22103,1,No,18,4,1,0,22,2,3,28,16,2,13,Yes
897,22,Travel_Frequently,645,Human Resources,23,3,Marketing,4,Female,58,1,1,Research Director,1,Married,1663,23185,2,Yes,13,3,1,2,24,3,4,14,6,3,15,Yes
898,40,Non-Travel,228,Human Resources,18,1,Medical,3,Female,66,1,4,Sales Executive,4,Single,15533,26796,6,Yes,18,4,2,3,15,0,2,17,11,0,6,No
899,27,Travel_Frequently,700,Research & Development,10,2,Life Sciences,3,Male,72,3,5,Research Scientist,2,Divorced,15491,16102,6,No,23,3,1,1,23,0,3,6,12,1,3,No
900,19,Travel_Frequently,704,Sales,24,2,Human Resources,3,Female,93,4,1,Laboratory Technician,4,Single,10265,3861,9,No,12,4,4,1,30,3,3,12,12,0,4,Yes
901,30,Non-Travel,426,Human Resources,24,1,Life Sciences,1,Male,53,2,1,Laboratory Technician,3,Married,5574,12806,0,Yes,15,4,2,3,10,1,1,18,13,2,13,Yes
902,57,Travel_Rarely,1079,Sales,17,3,Other,3,Female,63,1,2,Research Director,1,Married,6546,15283,9,Yes,14,4,3,1,22,1,2,4,14,3,8,Yes
903,19,Travel_Frequently,503,Research & Development,13,4,Marketing,2,Female,77,4,5,Healthcare Representative,1,Single,1185,18493,3,Yes,21,3,2,2,38,0,2,25,1,12,4,No
904,37,Travel_Frequently,728,Research & Development,24,4,Human Resources,1,Male,41,1,5,Research Director,1,Divorced,19364,14436,5,Yes,19,4,3,1,21,4,2,1,5,0,1,Yes
905,18,Non-Travel,1482,Research & Development,18,1,Human Resources,3,Female,52,2,1,Manager,3,Divorced,8808,24933,7,Yes,13,3,1,2,32,1,3,32,8,5,4,No
906,54,Travel_Rarely,817,Sales,22,2,Medical,4,Male,42,4,5,Research Scientist,2,Divorced,1829,10890,2,No,22,3,3,1,17,3,2,36,14,1,2,Yes
907,26,Travel_Frequently,1140,Human Resources,13,2,Marketing,1,Female,74,3,2,Manufacturing Director,2,Single,14560,17352,2,Yes,21,3,3,2,13,0,4,24,15,9,9,No
908,34,Non-Travel,373,Human Resources,17,4,Other,2,Male,94,3,2,Human Resources,2,Divorced,12520,7529,7,Yes,15,3,3,3,27,2,2,24,1,11,7,No
909,26,Travel_Frequently,784,Research & Development,5,1,Technical Degree,2,Female,76,1,2,Manufacturing Director,1,Divorced,12540,17843,7,No,20,3,2,1,10,2,3,38,2,12,9,No
910,28,Non-Travel,215,Human Resources,11,4,Life Sciences,4,Female,87,1,4,Healthcare Representative,2,Divorced,11677,10299,7,Yes,19,3,4,2,23,6,2,29,7,10,1,Yes
911,32,Travel_Rarely,960,Research & Development,7,3,Medical,4,Male,34,4,1,Healthcare Representative,4,Divorced,13803,10580,0,No,23,4,3,0,35,1,2,3,7,4,13,No
912,41,Travel_Rarely,792,Sales,29,3,Human Resources,1,Female,34,2,5,Research Director,1,Married,14888,10616,7,No,16,4,2,0,18,4,3,18,6,7,3,No
913,55,Travel_Rarely,1214,Research & Development,10,1,Technical Degree,1,Male,89,1,2,Manager,3,Single,14234,20878,7,Yes,12,3,2,0,12,5,2,26,10,11,11,Yes
914,52,Travel_Rarely,1205,Sales,17,1,Other,2,Female,50,4,1,Sales Representative,3,Single,2225,13157,1,Yes,11,3,4,1,32,1,1,38,12,12,13,No
915,47,Travel_Frequently,423,Research & Development,15,3,Marketing,4,Female,53,2,1,Manager,2,Divorced,6774,12191,8,No,22,4,2,2,18,4,3,23,7,3,15,No
916,48,Travel_Frequently,1060,Human Resources,18,2,Life Sciences,1,Male,47,1,4,Healthcare Representative,1,Single,14043,26116,6,No,21,4,1,0,31,1,2,36,8,4,4,No
917,22,Travel_Rarely,213,Human Resources,23,1,Medical,2,Female,50,1,5,Healthcare Representative,4,Single,17163,24143,7,No,11,3,1,1,14,2,1,24,15,8,15,No
918,31,Travel_Rarely,1181,Research & Development,22,3,Human Resources,4,Female,83,4,5,Laboratory Technician,4,Married,3844,13767,1,Yes,17,4,1,2,10,4,4,28,4,1,3,No
919,28,Travel_Rarely,253,Human Resources,19,3,Human Resources,2,Male,39,1,2,Sales Representative,1,Single,8347,19911,3,Yes,24,3,4,0,22,2,3,30,13,11,2,Yes
920,26,Travel_Frequently,1389,Human Resources,26,2,Technical Degree,3,Female,53,3,2,Healthcare Representative,2,Married,4996,4026,6,Yes,22,4,2,0,4,6,2,34,0,11,0,Yes
921,51,Travel_Rarely,414,Human Resources,2,2,Technical Degree,4,Male,89,2,1,Sales Representative,3,Single,10690,12958,5,Yes,12,4,1,1,21,3,3,27,16,1,3,No
922,29,Travel_Rarely,1164,Sales,26,2,Life Sciences,1,Male,86,2,5,Research Scientist,3,Married,2688,3855,6,Yes,17,4,3,2,17,3,1,37,13,5,8,Yes
923,52,Travel_Rarely,204,Human Resources,4,2,Marketing,1,Male,52,3,5,Human Resources,4,Married,15287,17063,0,No,11,4,2,1,6,0,3,3,12,5,0,No
924,52,Non-Travel,1316,Sales,3,4,Other,3,Female,51,4,2,Research Director,4,Single,19831,16915,7,Yes,14,4,1,0,32,2,4,27,7,2,15,No
925,18,Travel_Rarely,1401,Research & Development,7,2,Marketing,4,Female,97,3,3,Healthcare Representative,4,Married,18251,19981,6,Yes,20,3,2,1,2,2,2,30,2,11,2,No
926,57,Non-Travel,453,Human Resources,24,4,Marketing,2,Male,63,3,1,Research Scientist,3,Married,13504,26785,3,No,23,3,1,1,27,6,4,22,0,8,5,No
927,39,Non-Travel,1115,Human Resources,18,1,Marketing,1,Female,99,2,5,Manager,4,Single,7952,19232,0,Yes,21,4,3,0,0,0,1,13,14,12,12,No
928,46,Travel_Rarely,832,Human Resources,10,3,Life Sciences,3,Male,57,4,4,Research Director,3,Married,12716,7958,7,Yes,14,3,2,0,36,3,3,27,7,0,16,No
929,25,Non-Travel,808,Research & Development,7,4,Life Sciences,3,Female,68,1,4,Sales Representative,3,Married,16763,16705,9,Yes,15,3,1,2,21,3,2,13,8,11,14,Yes
930,28,Travel_Rarely,1379,Sales,8,1,Other,4,Male,71,3,3,Research Director,2,Married,7084,12108,6,No,24,4,1,2,18,4,2,0,12,2,11,No
931,58,Travel_Frequently,750,Sales,6,1,Marketing,4,Male,52,3,2,Manufacturing Director,2,Married,14219,21913,7,No,24,3,3,0,13,4,1,31,11,7,7,No
932,54,Travel_Frequently,923,Human Resources,22,4,Life Sciences,1,Female,99,4,2,Laboratory Technician,2,Married,11204,20302,9,Yes,20,3,3,0,2,5,1,17,8,7,15,Yes
933,31,Travel_Frequently,1046,Research & Development,26,1,Other,3,Male,31,3,2,Sales Representative,4,Divorced,17097,7761,0,Yes,11,4,1,3,18,6,3,4,10,3,2,No
934,47,Travel_Frequently,760,Research & Development,1,1,Human Resources,2,Male,53,4,4,Research Scientist,3,Married,5049,2688,4,Yes,17,3,1,3,32,3,2,14,4,7,3,Yes
935,52,Non-Travel,198,Research & Development,4,4,Other,3,Female,46,1,2,Healthcare Representative,4,Married,4457,8306,8,No,21,4,4,2,20,5,1,15,17,10,6,No
936,38,Travel_Rarely,687,Research & Development,14,1,Marketing,2,Male,94,4,4,Sales Representative,3,Married,18632,7072,4,No,12,4,4,1,0,1,2,35,10,9,14,No
937,54,Travel_Rarely,381,Research & Development,17,2,Medical,2,Male,99,1,3,Sales Executive,2,Married,18551,19739,9,Yes,22,3,2,0,25,2,3,35,10,12,10,No
938,22,Travel_Rarely,502,Sales,20,2,Marketing,1,Female,98,4,1,Manufacturing Director,2,Single,4490,20071,2,Yes,21,4,2,0,9,4,4,39,5,7,15,Yes
939,36,Travel_Frequently,1232,Sales,18,3,Medical,3,Male,89,3,5,Research Scientist,4,Divorced,16470,26925,8,Yes,23,3,4,1,34,1,1,29,0,0,13,No
940,31,Travel_Frequently,799,Sales,11,1,Other,2,Male,79,1,3,Manager,3,Single,17189,12909,8,Yes,21,3,1,2,12,4,3,37,8,2,12,Yes
941,43,Travel_Rarely,298,Human Resources,29,3,Human Resources,4,Male,41,3,4,Sales Executive,4,Divorced,14162,14713,3,No,23,4,3,3,5,0,4,22,6,0,8,No
942,21,Travel_Frequently,1426,Research & Development,21,2,Human Resources,2,Male,76,1,3,Sales Representative,1,Married,19281,14614,3,No,12,3,2,2,5,2,3,10,5,14,2,Yes
943,42,Travel_Rarely,426,Human Resources,26,2,Life Sciences,4,Male,96,4,5,Laboratory Technician,4,Married,12728,11321,7,Yes,18,3,1,1,34,5,1,24,9,1,4,No
944,59,Travel_Rarely,253,Research & Development,14,2,Human Resources,4,Male,94,4,1,Sales Executive,2,Divorced,19563,22734,6,No,19,3,3,0,15,5,3,1,4,3,1,Yes
945,42,Travel_Rarely,651,Sales,9,1,Technical Degree,3,Male,56,4,5,Research Director,3,Divorced,13912,24885,4,No,16,3,3,3,7,4,2,34,0,2,16,No
946,35,Travel_Rarely,504,Human Resources,27,1,Other,4,Male,77,2,4,Sales Representative,3,Single,6955,8086,5,Yes,21,3,1,1,2,3,1,23,14,12,15,Yes
947,57,Travel_Rarely,561,Sales,15,2,Life Sciences,2,Female,91,2,5,Research Scientist,4,Divorced,11162,14731,2,Yes,11,3,1,0,4,6,2,12,4,14,12,Yes
948,25,Travel_Rarely,231,Research & Development,12,3,Human Resources,4,Male,73,1,3,Sales Representative,2,Married,3720,22592,5,Yes,11,3,2,2,20,5,3,36,5,10,10,No
949,56,Travel_Rarely,890,Research & Development,10,3,Other,3,Male,48,2,2,Laboratory Technician,1,Single,11573,15341,7,Yes,24,4,4,3,30,0,1,29,4,5,7,Yes
950,57,Travel_Frequently,973,Research & Development,19,4,Marketing,1,Female,88,4,3,Human Resources,4,Divorced,19327,8667,9,No,21,3,1,0,13,0,2,10,16,11,4,No
951,31,Travel_Rarely,183,Sales,24,2,Human Resources,2,Male,37,2,4,Research Director,3,Divorced,12338,14976,8,Yes,17,4,4,0,36,3,2,22,17,11,1,No
952,49,Travel_Rarely,853,Research & Development,19,3,Medical,2,Male,84,2,1,Healthcare Representative,2,Single,12675,19374,2,Yes,18,4,2,0,18,0,2,27,3,4,3,No
953,55,Travel_Frequently,727,Sales,6,2,Other,3,Male,76,3,5,Sales Representative,3,Divorced,15371,14333,7,Yes,13,3,4,0,36,6,4,28,1,4,2,No
954,50,Travel_Frequently,1232,Human Resources,20,3,Life Sciences,3,Male,31,1,1,Laboratory Technician,3,Married,14936,7290,2,Yes,19,4,4,0,19,2,2,14,7,9,1,No
955,40,Travel_Frequently,320,Research & Development,24,4,Marketing,3,Male,68,1,4,Sales Executive,3,Single,11019,15044,1,No,14,4,3,2,1,4,2,2,4,6,2,No
956,32,Travel_Rarely,652,Research & Development,27,4,Technical Degree,3,Male,74,1,5,Sales Executive,3,Divorced,9414,19760,4,Yes,14,4,2,1,6,0,3,8,3,6,15,No
957,50,Non-Travel,1491,Research & Development,6,2,Marketing,2,Female,61,2,3,Research Scientist,1,Married,2746,15537,3,Yes,13,3,1,3,32,2,3,7,13,8,8,Yes
958,42,Non-Travel,1270,Human Resources,8,3,Human Resources,1,Female,94,4,3,Research Director,2,Divorced,17913,25631,4,No,18,4,4,2,5,3,3,32,3,7,5,No
959,34,Travel_Frequently,211,Research & Development,1,1,Medical,4,Female,67,3,4,Sales Executive,4,Single,9325,17669,5,Yes,19,4,2,3,6,4,3,33,7,2,14,No
960,50,Non-Travel,714,Sales,22,4,Marketing,4,Female,40,1,5,Healthcare Representative,2,Divorced,12995,25586,2,Yes,11,4,3,0,17,3,4,8,2,1,4,Yes
961,19,Travel_Frequently,1023,Sales,17,2,Technical Degree,1,Female,39,2,3,Human Resources,2,Divorced,5486,24688,0,Yes,12,4,3,1,28,4,3,16,13,0,8,No
962,31,Travel_Rarely,574,Research & Development,17,2,Life Sciences,1,Male,88,4,4,Human Resources,2,Divorced,17485,18340,3,No,11,4,4,0,18,6,3,0,17,14,5,No
963,57,Non-Travel,935,Research & Development,24,3,Other,1,Male,84,3,4,Research Scientist,4,Married,15328,17955,5,Yes,24,4,4,2,24,0,3,39,11,9,2,No
964,57,Travel_Rarely,370,Human Resources,15,2,Medical,3,Male,49,3,1,Sales Representative,2,Married,19929,4887,1,Yes,14,3,1,2,3,0,2,4,14,5,12,Yes
965,56,Non-Travel,520,Human Resources,7,4,Technical Degree,2,Male,46,1,3,Sales Executive,4,Divorced,19942,17794,1,Yes,20,4,2,3,12,4,4,29,8,12,14,No
966,23,Travel_Rarely,806,Human Resources,19,2,Human Resources,2,Male,97,1,5,Laboratory Technician,4,Divorced,12233,25065,0,No,17,4,1,0,31,2,3,10,1,12,10,No
967,23,Non-Travel,1490,Research & Development,22,2,Human Resources,2,Female,34,4,3,Manager,1,Single,18332,16560,8,Yes,24,3,1,0,26,2,2,27,0,3,15,No
968,20,Travel_Rarely,1403,Human Resources,25,1,Human Resources,3,Female,89,2,3,Human Resources,3,Divorced,10760,25997,2,Yes,17,3,3,1,33,2,1,37,14,2,14,Yes
969,24,Travel_Rarely,1406,Human Resources,23,1,Medical,2,Male,52,4,3,Research Scientist,4,Single,16702,3340,1,Yes,22,4,2,1,27,1,4,16,14,10,5,Yes
970,25,Non-Travel,139,Sales,28,4,Marketing,3,Male,75,1,4,Sales Representative,3,Married,19437,13929,3,No,16,4,1,0,8,5,3,22,7,10,13,No
971,59,Travel_Rarely,288,Human Resources,3,3,Medical,2,Male,81,4,2,Manufacturing Director,2,Divorced,1193,26356,5,No,23,3,3,3,7,5,2,17,2,1,10,No
972,32,Travel_Rarely,1287,Sales,29,1,Human Resources,1,Female,39,2,2,Research Scientist,3,Single,12612,2094,0,Yes,21,4,4,1,20,5,1,36,1,1,9,No
973,46,Travel_Rarely,1093,Sales,22,3,Technical Degree,4,Female,75,3,1,Laboratory Technician,3,Married,9229,21680,8,Yes,15,4,1,0,29,2,1,26,3,10,15,Yes
974,50,Non-Travel,635,Human Resources,11,4,Other,4,Male,57,3,3,Manager,3,Single,5566,24282,8,No,21,3,4,0,28,0,2,24,17,3,11,No
975,47,Non-Travel,1127,Sales,20,1,Other,3,Female,72,3,2,Human Resources,2,Married,7595,14840,7,Yes,14,4,2,0,8,6,2,4,11,0,6,Yes
976,56,Travel_Rarely,389,Research & Development,29,3,Medical,2,Male,55,3,1,Research Director,2,Divorced,6609,21076,5,No,22,3,1,2,12,1,4,18,17,5,6,No
977,44,Travel_Rarely,532,Research & Development,19,1,Human Resources,4,Female,84,1,4,Human Resources,4,Single,6108,22545,3,No,23,4,4,3,17,2,2,26,9,9,14,No
978,53,Non-Travel,570,Human Resources,9,4,Life Sciences,1,Female,77,1,3,Manufacturing Director,4,Divorced,2783,17756,1,No,24,4,4,0,37,0,3,12,7,10,5,No
979,46,Non-Travel,1304,Research & Development,10,4,Medical,1,Male,58,2,5,Manufacturing Director,1,Single,11158,10126,7,Yes,18,3,2,0,21,1,1,6,17,4,7,No
980,55,Travel_Rarely,1371,Sales,2,1,Human Resources,1,Female,56,2,4,Human Resources,2,Married,6831,21665,6,No,17,3,3,0,30,0,3,25,16,9,14,No
981,50,Travel_Rarely,727,Research & Development,1,3,Marketing,3,Female,47,2,1,Research Director,1,Single,1041,19881,3,No,21,4,3,1,34,4,3,13,5,8,3,No
982,54,Travel_Rarely,378,Human Resources,16,2,Other,3,Male,89,2,4,Research Scientist,2,Single,12186,12923,2,Yes,21,4,1,0,9,0,3,26,13,1,12,Yes
983,44,Travel_Frequently,976,Human Resources,18,2,Other,2,Female,98,4,5,Research Director,3,Divorced,12561,9053,5,Yes,20,4,4,2,8,1,1,7,4,8,0,No
984,50,Non-Travel,680,Sales,23,1,Other,1,Male,50,2,4,Sales Executive,1,Divorced,18445,17172,0,Yes,11,3,3,2,30,2,1,30,7,8,7,No
985,21,Travel_Frequently,962,Human Resources,26,3,Life Sciences,2,Female,53,3,1,Human Resources,1,Divorced,10868,25098,1,No,16,3,1,3,39,5,1,34,7,9,16,No
986,39,Non-Travel,353,Research & Development,17,2,Human Resources,2,Male,32,3,5,Human Resources,1,Married,4689,12935,6,No,24,3,4,0,23,1,2,26,17,8,9,No
987,19,Non-Travel,280,Human Resources,6,4,Human Resources,1,Male,91,3,5,Research Director,2,Divorced,8595,26041,2,Yes,12,3,1,0,7,2,3,3,8,9,0,No
988,27,Non-Travel,780,Sales,14,3,Human Resources,2,Female,31,4,4,Healthcare Representative,4,Single,15687,14467,0,No,14,3,2,0,19,2,4,3,13,9,0,No
989,22,Non-Travel,924,Human Resources,23,2,Human Resources,4,Female,95,2,5,Healthcare Representative,1,Married,1325,13073,1,Yes,15,3,1,2,16,6,2,17,13,3,4,No
990,27,Non-Travel,799,Research & Development,25,3,Life Sciences,3,Male,71,3,4,Laboratory Technician,4,Divorced,2120,26387,9,Yes,18,4,2,1,27,3,2,22,13,4,0,No
991,50,Non-Travel,665,Sales,15,1,Technical Degree,2,Female,63,3,3,Healthcare Representative,2,Single,17491,9691,9,Yes,16,3,4,1,5,6,4,31,16,7,12,No
992,55,Non-Travel,1449,Research & Development,14,3,Medical,1,Female,71,3,5,Manufacturing Director,1,Single,11870,15770,8,Yes,21,3,4,0,32,4,3,11,1,13,8,Yes
993,30,Travel_Frequently,1480,Sales,24,2,Medical,3,Female,49,3,4,Sales Executive,2,Married,7294,26490,6,Yes,12,3,4,1,27,3,4,19,13,7,15,No
994,48,Travel_Rarely,779,Human Resources,22,1,Human Resources,3,Male,97,1,3,Human Resources,4,Single,6193,17688,6,No,15,3,1,3,0,5,1,11,11,0,7,No
995,53,Travel_Rarely,490,Sales,3,3,Marketing,2,Male,74,2,5,Manufacturing Director,4,Divorced,16213,2201,9,No,15,4,4,2,34,1,3,7,15,9,13,No
996,41,Travel_Frequently,1208,Sales,24,4,Other,4,Male,71,2,3,Laboratory Technician,1,Single,16611,19882,7,Yes,16,3,4,0,23,3,2,21,5,0,16,No
997,32,Travel_Frequently,1440,Human Resources,23,2,Life Sciences,2,Female,76,4,5,Manager,4,Divorced,15230,15829,7,No,11,4,2,1,5,5,1,26,17,9,3,No
998,46,Travel_Frequently,311,Research & Development,19,1,Marketing,4,Female,34,1,1,Sales Executive,3,Divorced,19423,5086,8,No,18,3,4,0,6,2,1,16,6,5,6,No
999,25,Travel_Frequently,483,Human Resources,25,3,Marketing,3,Male,78,4,1,Healthcare Representative,3,Married,18187,13305,1,Yes,13,4,4,0,8,1,2,31,1,6,16,No
1000,22,Non-Travel,441,Sales,12,4,Human Resources,2,Male,66,3,4,Sales Representative,1,Single,11040,4590,7,No,15,3,4,2,36,3,4,32,12,1,15,Yes
1001,46,Travel_Rarely,943,Human Resources,2,2,Life Sciences,1,Female,63,4,2,Research Scientist,2,Married,1766,9125,7,No,17,3,3,2,15,0,1,30,7,1,13,No
1002,21,Non-Travel,1161,Sales,3,4,Medical,2,Female,99,3,1,Human Resources,2,Married,14696,9860,4,Yes,13,3,4,1,33,5,1,5,11,4,15,No
1003,29,Travel_Rarely,519,Human Resources,18,3,Other,4,Female,47,3,2,Manager,2,Married,4527,7408,4,No,24,3,1,2,34,5,3,38,0,8,1,No
1004,19,Travel_Rarely,850,Human Resources,29,3,Medical,4,Female,48,2,3,Research Scientist,3,Divorced,19690,3948,3,No,20,4,2,3,34,4,3,8,8,4,14,No
1005,44,Travel_Frequently,1292,Research & Development,1,1,Marketing,2,Male,69,2,3,Research Director,4,Divorced,12021,5963,4,No,23,4,4,0,19,0,2,31,7,7,10,Yes
1006,48,Non-Travel,1466,Sales,20,4,Other,4,Female,46,2,2,Research Director,3,Divorced,18872,2693,1,No,16,3,1,2,22,1,2,35,8,7,12,Yes
1007,53,Travel_Frequently,405,Research & Development,21,1,Technical Degree,3,Female,89,2,4,Sales Executive,4,Divorced,5129,7363,1,No,15,3,2,1,34,3,2,15,4,4,3,No
1008,53,Non-Travel,801,Sales,29,2,Marketing,2,Male,71,2,5,Sales Executive,3,Single,12758,14125,4,Yes,17,4,2,1,22,2,4,11,12,7,0,Yes
1009,43,Travel_Rarely,968,Human Resources,6,1,Medical,4,Male,94,1,2,Sales Executive,2,Single,19757,13924,2,Yes,20,4,1,1,3,3,1,2,13,14,14,Yes
1010,44,Travel_Frequently,636,Sales,5,2,Medical,2,Female,82,2,2,Manufacturing Director,2,Divorced,15312,7887,0,Yes,21,4,1,3,9,6,2,26,3,7,11,Yes
1011,22,Travel_Frequently,1235,Research & Development,1,3,Human Resources,2,Male,36,4,2,Manufacturing Director,2,Divorced,12804,12851,8,Yes,13,3,3,2,10,1,3,26,16,14,8,No
1012,37,Travel_Rarely,305,Research & Development,19,3,Medical,1,Female,34,3,2,Research Director,1,Single,14777,9734,1,Yes,23,4,3,2,39,1,1,8,8,4,6,Yes
1013,28,Travel_Rarely,1308,Research & Development,1,4,Life Sciences,2,Female,53,2,2,Sales Executive,1,Married,11983,11913,9,No,24,3,4,3,8,1,2,16,14,4,2,Yes
